2026-06-03 19:36:55 | INFO | root | Logging to /mntdatalora/src/ECG-Denoising-LMMSE/logs/transformer_sweep_20260603_193655.log
2026-06-03 19:36:55 | INFO | root | Command: /usr/bin/python scripts/train_transformer.py --config /mntdatalora/src/ECG-Denoising-LMMSE/configs/transformer.yaml --run-name arch_small_P64 --P 64 --d-model 32 --nhead 4 --num-layers 2 --dim-feedforward 128 --dropout 0.1 --epochs 200 --batch-size 256 --lr 0.001 --validation-fraction 0.15 --seed 0
2026-06-03 19:38:30 | INFO | root | Command: /usr/bin/python scripts/train_transformer.py --config /mntdatalora/src/ECG-Denoising-LMMSE/configs/transformer.yaml --run-name arch_medium_P64 --P 64 --d-model 64 --nhead 4 --num-layers 3 --dim-feedforward 256 --dropout 0.1 --epochs 200 --batch-size 256 --lr 0.001 --validation-fraction 0.15 --seed 0
2026-06-03 19:41:23 | INFO | root | Command: /usr/bin/python scripts/train_transformer.py --config /mntdatalora/src/ECG-Denoising-LMMSE/configs/transformer.yaml --run-name arch_deep_P64 --P 64 --d-model 64 --nhead 8 --num-layers 4 --dim-feedforward 256 --dropout 0.1 --epochs 200 --batch-size 256 --lr 0.001 --validation-fraction 0.15 --seed 0
2026-06-03 19:45:55 | INFO | root | Command: /usr/bin/python scripts/train_transformer.py --config /mntdatalora/src/ECG-Denoising-LMMSE/configs/transformer.yaml --run-name window_P8_medium --P 8 --d-model 64 --nhead 4 --num-layers 3 --dim-feedforward 256 --dropout 0.1 --epochs 200 --batch-size 256 --lr 0.001 --validation-fraction 0.15 --seed 0
2026-06-03 19:47:42 | INFO | root | Command: /usr/bin/python scripts/train_transformer.py --config /mntdatalora/src/ECG-Denoising-LMMSE/configs/transformer.yaml --run-name window_P16_medium --P 16 --d-model 64 --nhead 4 --num-layers 3 --dim-feedforward 256 --dropout 0.1 --epochs 200 --batch-size 256 --lr 0.001 --validation-fraction 0.15 --seed 0
2026-06-03 19:49:25 | INFO | root | Command: /usr/bin/python scripts/train_transformer.py --config /mntdatalora/src/ECG-Denoising-LMMSE/configs/transformer.yaml --run-name window_P32_medium --P 32 --d-model 64 --nhead 4 --num-layers 3 --dim-feedforward 256 --dropout 0.1 --epochs 200 --batch-size 256 --lr 0.001 --validation-fraction 0.15 --seed 0
2026-06-03 19:51:16 | INFO | root | Command: /usr/bin/python scripts/train_transformer.py --config /mntdatalora/src/ECG-Denoising-LMMSE/configs/transformer.yaml --run-name window_P64_medium --P 64 --d-model 64 --nhead 4 --num-layers 3 --dim-feedforward 256 --dropout 0.1 --epochs 200 --batch-size 256 --lr 0.001 --validation-fraction 0.15 --seed 0
2026-06-03 19:54:09 | INFO | root | Command: /usr/bin/python scripts/train_transformer.py --config /mntdatalora/src/ECG-Denoising-LMMSE/configs/transformer.yaml --run-name window_P128_medium --P 128 --d-model 64 --nhead 4 --num-layers 3 --dim-feedforward 256 --dropout 0.1 --epochs 200 --batch-size 256 --lr 0.001 --validation-fraction 0.15 --seed 0
