epoch,train_loss,validation_loss
1,0.10015737942750064,0.06958975182921501
2,0.06271760463614119,0.058742615258791424
3,0.057107991893342654,0.05804104587808607
4,0.05273291679460511,0.05200039085198819
5,0.0498210823502091,0.05165910129831195
6,0.047060960385036564,0.04916287805921843
7,0.04569504137895541,0.04903004902620456
8,0.043595637396818654,0.05318369982786066
9,0.042775444927564445,0.05051075706755952
10,0.0421650868171278,0.05049167649950316
11,0.04252128354714382,0.05366590522663755
12,0.04048383167605101,0.05635079587176703
13,0.0396646042972984,0.0487968685803416
14,0.039902973335649114,0.05399123210529923
15,0.037878843592502855,0.0523872926460021
16,0.03775389707329287,0.04999759039624847
17,0.03731555707466337,0.04734740432960256
18,0.036921342730582445,0.04603110742154811
19,0.03604823047708436,0.051497357029589984
20,0.03532157641906475,0.047922615273192935
21,0.034775451153925385,0.04608294359369477
22,0.03409212383687175,0.0456338870510772
23,0.03419455951533979,0.044580300437895515
24,0.033710226574006255,0.04666151962605053
25,0.03279100815962542,0.04636220058407878
26,0.032179896233054485,0.04468932055857238
27,0.032030346803157805,0.04877066822940189
28,0.03256164519059763,0.04872365296776509
29,0.031120438142107108,0.0459577600361672
30,0.03095376789553108,0.045432227768362116
31,0.0306212501862051,0.04529376791132479
32,0.030708665761298666,0.051320041748358546
33,0.030411908363684372,0.0471231468912571
34,0.029708862366231405,0.04308042584288959
35,0.029731871980975304,0.043985765939118834
36,0.02930265835535127,0.048954573670738404
37,0.028181385977378345,0.04316264205451833
38,0.028243772965196708,0.04542122424165939
39,0.0284871270306112,0.04953886137605757
40,0.028193348309472722,0.04153745502840748
41,0.02785322090134001,0.04411336717031841
42,0.027060003837314744,0.04623808949089893
43,0.027085410536112586,0.0429072104689755
44,0.02612677712230421,0.04593784652830631
45,0.02687327238270763,0.04417024483855023
46,0.026106229123120817,0.047711782869033395
47,0.025793816460554828,0.04599984904317691
48,0.026149886027464146,0.05063929008803277
49,0.025921718414414863,0.04407478511969173
50,0.025262689725766962,0.04381456722104219
51,0.024740108355601788,0.046101976154607524
52,0.025054381821605163,0.04229807126727483
53,0.024946262990475157,0.03862923840152747
54,0.024177873716893745,0.04562456600026449
55,0.025451954325234442,0.044719387479162036
56,0.023940022144727048,0.04178174747707395
57,0.02382075626911354,0.048871250948858316
58,0.023856998492215665,0.04330284778261186
59,0.023744541768610114,0.043186562465529314
60,0.02340165096249077,0.04442808395906908
61,0.023424742951031266,0.04473287672153118
62,0.023576779976808696,0.043994346804933464
63,0.02244585501413167,0.04628335746774312
64,0.022787135820371108,0.0468638840474518
65,0.022488045941801333,0.0434097591283518
66,0.022167120231443186,0.047861541035492894
67,0.021932552629111722,0.04608290477405874
68,0.021312594665375606,0.04448383887924327
69,0.02188489856070737,0.04409086607652783
70,0.022094965542510243,0.04428730980605504
71,0.0214195222773661,0.04788901410707525
72,0.021764370363484505,0.04671457410926122
73,0.02137852910546861,0.042457941344938285
74,0.022533990382046263,0.04752595926077834
75,0.021008436302437785,0.043768843416502924
76,0.020455407535970867,0.04726933433346045
77,0.020701744674482447,0.04396925457545391
78,0.019740141157850465,0.04802115210733741
79,0.020404712676961763,0.05073860071336187
80,0.02090015171347347,0.049099052674174117
81,0.020456173359028114,0.04556657121460725
82,0.020651111702894624,0.04229204959465284
83,0.019773745910170563,0.05026280611696535
84,0.019172118161569475,0.044018837126059085
85,0.01940447320815391,0.046924998999455576
86,0.01936808715903724,0.046399904441103854
87,0.020642963440276167,0.048146898486135264
88,0.019876543900124086,0.04650730829637299
89,0.019289783737376234,0.04694558496342955
90,0.018443899650556247,0.04630264200255944
91,0.01877592281587246,0.04393374016025157
92,0.01879630538503704,0.04070407255774791
93,0.018945572734930777,0.046273277274581116
94,0.01898546843705994,0.04998083323517809
95,0.018819984604593446,0.04782813752116917
96,0.01874695697752853,0.04686194940077883
97,0.01881501965696161,0.04855476747706072
98,0.01840160792925018,0.04611536893911781
99,0.017952666786861676,0.05020923223506585
100,0.017816486492314265,0.04995425975982625
101,0.017922097141964365,0.04656876386871187
102,0.017503619288649283,0.049643127681181634
103,0.017828234546112598,0.04359158041801888
104,0.01753332639256671,0.044034992810190486
105,0.017395537640923702,0.04448189157387731
106,0.01704901359430235,0.04878938673446604
107,0.017466932972886838,0.0472391411675148
108,0.01726381469013035,0.049643276536831885
109,0.017759713797481924,0.046093894573464037
110,0.01799763388434376,0.04532997189869464
111,0.01746921713120028,0.04682681218752698
112,0.016754419534057076,0.0492000810577232
113,0.017257447700522996,0.0461545783601789
114,0.017033700347675197,0.04787066558287596
115,0.01667837021467551,0.049279118067946964
116,0.017281269701940875,0.05135522494421704
117,0.017092537566321127,0.04772613109799564
118,0.016419495397516786,0.05006678264074571
119,0.01663732549368625,0.045330674475576614
120,0.016800743927955157,0.04787786628645351
121,0.016042572807266918,0.04807976287881856
122,0.016199915444406802,0.047452796406839935
123,0.016054638292390084,0.045587659919316015
124,0.016123625141279394,0.04692109639227713
125,0.01604607870777582,0.05139238515377177
126,0.01577739372169551,0.050984871982033754
127,0.01568473458970851,0.0511310666897985
128,0.015914542434511424,0.04698473561539729
129,0.01577702075767166,0.04856871484148155
130,0.015834324895434633,0.04590044690539781
131,0.01554497906230231,0.045221620068233964
132,0.01551512436667877,0.04740334065397979
133,0.01580239408962457,0.048353434141235475
134,0.015470059892921722,0.04754165293122839
135,0.015461912398346088,0.047323596065129224
136,0.015195212586098144,0.051199459179936985
137,0.015483351776853227,0.04714476406771129
138,0.014776841882188405,0.049391107355588104
139,0.015168024130311273,0.05058867719341087
140,0.01536296799680133,0.047944432815352434
141,0.015544635108694062,0.046805547474415315
142,0.015256842116015792,0.047715712729479734
143,0.015529885169250104,0.04773981828184425
144,0.01456973052490063,0.04918522502786982
145,0.014976576012306989,0.05041032035018809
146,0.014579495613957877,0.048512573570987955
147,0.01474973568506497,0.04795796522768069
148,0.014306268165343115,0.047776345165955796
149,0.014227672069754043,0.04586859024611629
150,0.014255412283612453,0.048358483642662306
151,0.01426418297449962,0.047299557575699216
152,0.014729872055998154,0.048000748014562035
153,0.014168622309648072,0.051772438250043254
154,0.01396950129164179,0.051871737502622056
155,0.013706939563089863,0.04940293124079021
156,0.013738101670025748,0.047452629386693174
157,0.013612204649778505,0.04823962183249951
158,0.01376356388226396,0.05170597364092397
159,0.01338490481354643,0.05570707182094232
160,0.013494815325724942,0.05096768240145781
161,0.013254464719512337,0.04715945938971535
162,0.013636421719111735,0.04850021302842365
163,0.013269283442644357,0.05143121485644343
164,0.012911492062510266,0.05200187956089428
165,0.013143127184603209,0.04984191311206058
166,0.012953698803195728,0.04838170880936288
167,0.013488464653625947,0.04807838908580791
168,0.013170116827407695,0.054002472501638324
169,0.012958395317662403,0.05351038269202863
170,0.012738092152904622,0.05220519899978014
171,0.012555830616057657,0.05340976950963642
172,0.013186147068910825,0.05572581694504992
173,0.013457470770467262,0.05080824918731862
174,0.013297346458475384,0.05532894570787254
175,0.01293418046725911,0.04960840296110542
176,0.01249585714409742,0.050385151438555
177,0.012270255067261598,0.05058306387534608
178,0.012526917399218523,0.05010723259059231
179,0.013085432942419956,0.05101709542111089
180,0.012598348936791579,0.051672573574658265
181,0.012287751007025484,0.05321435704447782
182,0.012375361835602885,0.05092722767669279
183,0.01304538116787633,0.056086203133801825
184,0.012190617509161148,0.05177449302961922
185,0.011878882348914245,0.055061730022777304
186,0.012278916155988513,0.050294112264090036
187,0.012527445818752446,0.05207907596608373
188,0.012154436967287286,0.05526586784247341
189,0.011884564634100201,0.051018838097620964
190,0.011783541110276198,0.05380784484935258
191,0.01193973595461944,0.04959506898186211
192,0.01154280654335791,0.058536255704307205
193,0.011990750166839778,0.04957793119480013
194,0.012242743115144504,0.053375770211271975
195,0.011939619288097997,0.05179056978942539
196,0.011638691247549519,0.05086200991429007
197,0.01145871265090719,0.05319162867477046
198,0.011540431102662844,0.04872223080379905
199,0.011884590405924758,0.05250763013159553
200,0.011518573520965095,0.05396835888335372
